알라딘 전분야 카테고리 (2021.09.27),,,,,,,,,
"카테고리는 거의 변경되지않습니다만, 경우에 따라 새 카테고리가 추가될 수 있습니다. 따라서 현재 카테고리 체계로 개발이 된 서비스에 영향을 미치지는 않습니다.",,,,,,,,,
CID,카테고리명,몰,1Depth,2Depth,3Depth,4Depth,5Depth,,
73196,부모교육,국내도서,좋은부모,부모교육,,,,,
7259,사춘기/성교육,국내도서,좋은부모,사춘기/성교육,,,,,
51763,영유아 육아,국내도서,좋은부모,영유아 육아,,,,,
90418,0~3세 육아,국내도서,좋은부모,영유아 육아,0~3세 육아,,,,
90419,4~7세 육아,국내도서,좋은부모,영유아 육아,4~7세 육아,,,,
51766,육아,국내도서,좋은부모,육아,,,,,
51773,성장/발달,국내도서,좋은부모,육아,성장/발달,,,,
106628,외국의 육아.교육,국내도서,좋은부모,육아,외국의 육아.교육,,,,
51786,육아 일반,국내도서,좋은부모,육아,육아 일반,,,,
51785,육아백과,국내도서,좋은부모,육아,육아백과,,,,
51795,자녀 심리,국내도서,좋은부모,육아,자녀 심리,,,,
51790,육아/교육 에세이,국내도서,좋은부모,육아/교육 에세이,,,,,
51762,임신/출산,국내도서,좋은부모,임신/출산,,,,,
51764,초등 자녀,국내도서,좋은부모,초등 자녀,,,,,
51770,태교,국내도서,좋은부모,태교,,,,,
51801,특수교육,국내도서,좋은부모,특수교육,,,,,
76000,중학교참고서,국내도서,중학교참고서,,,,,,
76727,논술/글쓰기(중등),국내도서,중학교참고서,논술/글쓰기(중등),,,,,
129705,논술정기간행물(중등),국내도서,중학교참고서,논술/글쓰기(중등),논술정기간행물(중등),,,,
129704,중학논술/글쓰기,국내도서,중학교참고서,논술/글쓰기(중등),중학논술/글쓰기,,,,
76725,예비고등,국내도서,중학교참고서,예비고등,,,,,
76790,중1-문제집,국내도서,중학교참고서,중1-문제집,,,,,
76842,과학(중등1),국내도서,중학교참고서,중1-문제집,과학(중등1),,,,
76839,국어(중등1),국내도서,중학교참고서,중1-문제집,국어(중등1),,,,
76844,기술.가정(중등1),국내도서,중학교참고서,중1-문제집,기술.가정(중등1),,,,
76845,기타(중등1),국내도서,중학교참고서,중1-문제집,기타(중등1),,,,
76847,도덕(중등1),국내도서,중학교참고서,중1-문제집,도덕(중등1),,,,
76843,사회.역사(중등1),국내도서,중학교참고서,중1-문제집,사회.역사(중등1),,,,
76841,수학(중등1),국내도서,중학교참고서,중1-문제집,수학(중등1),,,,
76840,영어(중등1),국내도서,중학교참고서,중1-문제집,영어(중등1),,,,
76846,중간.기말고사(중등1),국내도서,중학교참고서,중1-문제집,중간.기말고사(중등1),,,,
76793,중1-자습서,국내도서,중학교참고서,중1-자습서,,,,,
76812,과학(중등1),국내도서,중학교참고서,중1-자습서,과학(중등1),,,,
76813,국어(중등1),국내도서,중학교참고서,중1-자습서,국어(중등1),,,,
76814,기술.가정(중등1),국내도서,중학교참고서,중1-자습서,기술.가정(중등1),,,,
76819,기타(중등1),국내도서,중학교참고서,중1-자습서,기타(중등1),,,,
76818,도덕(중등1),국내도서,중학교참고서,중1-자습서,도덕(중등1),,,,
76815,사회.역사(중등1),국내도서,중학교참고서,중1-자습서,사회.역사(중등1),,,,
76816,수학(중등1),국내도서,중학교참고서,중1-자습서,수학(중등1),,,,
76817,영어(중등1),국내도서,중학교참고서,중1-자습서,영어(중등1),,,,
76791,중2-문제집,국내도서,중학교참고서,중2-문제집,,,,,
76830,과학(중등2),국내도서,중학교참고서,중2-문제집,과학(중등2),,,,
76831,국어(중등2),국내도서,중학교참고서,중2-문제집,국어(중등2),,,,
76832,기술.가정(중등2),국내도서,중학교참고서,중2-문제집,기술.가정(중등2),,,,
76838,기타(중등2),국내도서,중학교참고서,중2-문제집,기타(중등2),,,,
76837,도덕(중등2),국내도서,중학교참고서,중2-문제집,도덕(중등2),,,,
76833,사회.역사(중등2),국내도서,중학교참고서,중2-문제집,사회.역사(중등2),,,,
76834,수학(중등2),국내도서,중학교참고서,중2-문제집,수학(중등2),,,,
76835,영어(중등2),국내도서,중학교참고서,중2-문제집,영어(중등2),,,,
76836,중간.기말고사(중등2),국내도서,중학교참고서,중2-문제집,중간.기말고사(중등2),,,,
76794,중2-자습서,국내도서,중학교참고서,중2-자습서,,,,,
76804,과학(중등2),국내도서,중학교참고서,중2-자습서,과학(중등2),,,,
76805,국어(중등2),국내도서,중학교참고서,중2-자습서,국어(중등2),,,,
76806,기술.가정(중등2),국내도서,중학교참고서,중2-자습서,기술.가정(중등2),,,,
76811,기타(중등2),국내도서,중학교참고서,중2-자습서,기타(중등2),,,,
76810,도덕(중등2),국내도서,중학교참고서,중2-자습서,도덕(중등2),,,,
76807,사회.역사(중등2),국내도서,중학교참고서,중2-자습서,사회.역사(중등2),,,,
76808,수학(중등2),국내도서,중학교참고서,중2-자습서,수학(중등2),,,,
76809,영어(중등2),국내도서,중학교참고서,중2-자습서,영어(중등2),,,,
76792,중3-문제집,국내도서,중학교참고서,중3-문제집,,,,,
76820,과학(중등3),국내도서,중학교참고서,중3-문제집,과학(중등3),,,,
76821,국어(중등3),국내도서,중학교참고서,중3-문제집,국어(중등3),,,,
76822,기술.가정(중등3),국내도서,중학교참고서,중3-문제집,기술.가정(중등3),,,,
76828,기타(중등3),국내도서,중학교참고서,중3-문제집,기타(중등3),,,,
76827,도덕(중등3),국내도서,중학교참고서,중3-문제집,도덕(중등3),,,,
76823,사회.역사(중등3),국내도서,중학교참고서,중3-문제집,사회.역사(중등3),,,,
76824,수학(중등3),국내도서,중학교참고서,중3-문제집,수학(중등3),,,,
76825,영어(중등3),국내도서,중학교참고서,중3-문제집,영어(중등3),,,,
76826,중간.기말고사(중등3),국내도서,중학교참고서,중3-문제집,중간.기말고사(중등3),,,,
76795,중3-자습서,국내도서,중학교참고서,중3-자습서,,,,,
76796,과학(중등3),국내도서,중학교참고서,중3-자습서,과학(중등3),,,,
76797,국어(중등3),국내도서,중학교참고서,중3-자습서,국어(중등3),,,,
76798,기술.가정(중등3),국내도서,중학교참고서,중3-자습서,기술.가정(중등3),,,,
76803,기타(중등3),국내도서,중학교참고서,중3-자습서,기타(중등3),,,,
76802,도덕(중등3),국내도서,중학교참고서,중3-자습서,도덕(중등3),,,,
76799,사회.역사(중등3),국내도서,중학교참고서,중3-자습서,사회.역사(중등3),,,,
76800,수학(중등3),국내도서,중학교참고서,중3-자습서,수학(중등3),,,,
76801,영어(중등3),국내도서,중학교참고서,중3-자습서,영어(중등3),,,,
76728,중학경시대회,국내도서,중학교참고서,중학경시대회,,,,,
76730,중학교 출판사별,국내도서,중학교참고서,중학교 출판사별,,,,,
76748,개념원리,국내도서,중학교참고서,중학교 출판사별,개념원리,,,,
76942,개념원리_기본서(중등),국내도서,중학교참고서,중학교 출판사별,개념원리,개념원리_기본서(중등),,,
76944,개념원리_RPM(중등),국내도서,중학교참고서,중학교 출판사별,개념원리,개념원리_RPM(중등),,,
107442,기적_중학도형,국내도서,중학교참고서,중학교 출판사별,길벗스쿨,기적_중학도형,,,
107443,기적_중학연산,국내도서,중학교참고서,중학교 출판사별,길벗스쿨,기적_중학연산,,,
107444,기적_영단어+쓰기노트,국내도서,중학교참고서,중학교 출판사별,길벗스쿨,기적_영단어+쓰기노트,,,
115056,기적_영어듣기,국내도서,중학교참고서,중학교 출판사별,길벗스쿨,기적_영어듣기,,,
108675,기적_국어문법,국내도서,중학교참고서,중학교 출판사별,길벗스쿨,기적_국어문법,,,
87512,길벗스쿨,국내도서,중학교참고서,중학교 출판사별,길벗스쿨,,,,
76750,꿈을담는틀,국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,,,,
113020,완성(중등),국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,완성(중등),,,
113022,내신DNA,국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,내신DNA,,,
113024,적중영문법,국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,적중영문법,,,
113032,절대개념(중등),국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,절대개념(중등),,,
114186,어휘력다지기,국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,어휘력다지기,,,
114187,그래머마스터,국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,그래머마스터,,,
114188,모든것(중등),국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,모든것(중등),,,
115181,절대수학,국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,절대수학,,,
119807,첫,국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,첫,,,
76928,단감중학,국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,단감중학,,,
76930,Yes영어단기특강,국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,Yes영어단기특강,,,
76931,콕영어(중등),국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,콕영어(중등),,,
76932,꿈틀중학국어,국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,꿈틀중학국어,,,
113021,국어모든것,국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,모든것(중등),국어모든것,,
76933,수학모든것,국내도서,중학교참고서,중학교 출판사별,꿈을담는틀,모든것(중등),수학모든것,,
157146,This is Voca,국내도서,중학교참고서,중학교 출판사별,넥서스에듀,This is Voca,,,
157151,101,국내도서,중학교참고서,중학교 출판사별,넥서스에듀,101,,,
157152,공감,국내도서,중학교참고서,중학교 출판사별,넥서스에듀,공감,,,
157153,도전 만점 서술형,국내도서,중학교참고서,중학교 출판사별,넥서스에듀,도전 만점 서술형,,,
157154,그래머 브릿지,국내도서,중학교참고서,중학교 출판사별,넥서스에듀,그래머 브릿지,,,
157155,OK Grammar,국내도서,중학교참고서,중학교 출판사별,넥서스에듀,OK Grammar,,,
157156,The Grammar,국내도서,중학교참고서,중학교 출판사별,넥서스에듀,The Grammar,,,
157157,영문법 뽀개기,국내도서,중학교참고서,중학교 출판사별,넥서스에듀,영문법 뽀개기,,,
157158,This Is Grammar,국내도서,중학교참고서,중학교 출판사별,넥서스에듀,This Is Grammar,,,
157159,This Is Reading,국내도서,중학교참고서,중학교 출판사별,넥서스에듀,This Is Reading,,,
157162,애프터스쿨,국내도서,중학교참고서,중학교 출판사별,넥서스에듀,애프터스쿨,,,
157163,Smart Reading,국내도서,중학교참고서,중학교 출판사별,넥서스에듀,Smart Reading,,,
157165,The Listening,국내도서,중학교참고서,중학교 출판사별,넥서스에듀,The Listening,,,
157145,넥서스에듀,국내도서,중학교참고서,중학교 출판사별,넥서스에듀,,,,
137354,다락원,국내도서,중학교참고서,중학교 출판사별,다락원,,,,
137355,내공영문법,국내도서,중학교참고서,중학교 출판사별,다락원,내공영문법,,,
137356,내공영어구문,국내도서,중학교참고서,중학교 출판사별,다락원,내공영어구문,,,
137357,쓰담쓰담영문법,국내도서,중학교참고서,중학교 출판사별,다락원,쓰담쓰담영문법,,,
137358,절대영문법,국내도서,중학교참고서,중학교 출판사별,다락원,절대영문법,,,
137359,Grammar&Writing,국내도서,중학교참고서,중학교 출판사별,다락원,Grammar&Writing,,,
137360,Grammar 플러스,국내도서,중학교참고서,중학교 출판사별,다락원,Grammar 플러스,,,
137361,제대로 영작문,국내도서,중학교참고서,중학교 출판사별,다락원,제대로 영작문,,,
137362,내공독해,국내도서,중학교참고서,중학교 출판사별,다락원,내공독해,,,
137363,Reading Voyage,국내도서,중학교참고서,중학교 출판사별,다락원,Reading Voyage,,,
137364,Reading for Subject,국내도서,중학교참고서,중학교 출판사별,다락원,Reading for Subject,,,
137365,리스닝 올리고,국내도서,중학교참고서,중학교 출판사별,다락원,리스닝 올리고,,,
137366,리슨투맥스,국내도서,중학교참고서,중학교 출판사별,다락원,리슨투맥스,,,
137367,절대어휘,국내도서,중학교참고서,중학교 출판사별,다락원,절대어휘,,,
137368,내공영단어,국내도서,중학교참고서,중학교 출판사별,다락원,내공영단어,,,
164674,국어 문법,국내도서,중학교참고서,중학교 출판사별,동아출판,빠작국어,국어 문법,,
164675,국어 문학,국내도서,중학교참고서,중학교 출판사별,동아출판,빠작국어,국어 문학,,
164676,국어 비문학,국내도서,중학교참고서,중학교 출판사별,동아출판,빠작국어,국어 비문학,,
164677,국어 서술형,국내도서,중학교참고서,중학교 출판사별,동아출판,빠작국어,국어 서술형,,
164678,국어 어휘,국내도서,중학교참고서,중학교 출판사별,동아출판,빠작국어,국어 어휘,,
179525,특급기출 수학,국내도서,중학교참고서,중학교 출판사별,동아출판,특급기출 수학,,,
179526,서술형 더 영문법,국내도서,중학교참고서,중학교 출판사별,동아출판,서술형 더 영문법,,,
179527,연산으로 강해지는 수학,국내도서,중학교참고서,중학교 출판사별,동아출판,연산으로 강해지는 수학,,,
149971,빠작국어,국내도서,중학교참고서,중학교 출판사별,동아출판,빠작국어,,,
121568,빨리 강해지는 수학,국내도서,중학교참고서,중학교 출판사별,동아출판,빨리 강해지는 수학,,,
76989,뜯어먹는,국내도서,중학교참고서,중학교 출판사별,동아출판,뜯어먹는,,,
76992,하이탑(중등),국내도서,중학교참고서,중학교 출판사별,동아출판,하이탑(중등),,,
165375,특급기출 영어,국내도서,중학교참고서,중학교 출판사별,동아출판,특급기출 영어,,,
123586,빨리 이해하는 수학,국내도서,중학교참고서,중학교 출판사별,동아출판,빨리 이해하는 수학,,,
149831,싸플(중등),국내도서,중학교참고서,중학교 출판사별,동아출판,싸플(중등),,,
149837,클리어,국내도서,중학교참고서,중학교 출판사별,동아출판,클리어,,,
164679,절대등급(중등),국내도서,중학교참고서,중학교 출판사별,동아출판,절대등급(중등),,,
164680,빠르게통하는,국내도서,중학교참고서,중학교 출판사별,동아출판,빠르게통하는,,,
140152,올쏘(중등),국내도서,중학교참고서,중학교 출판사별,동아출판,올쏘(중등),,,
76741,동아출판,국내도서,중학교참고서,중학교 출판사별,동아출판,,,,
76740,디딤돌,국내도서,중학교참고서,중학교 출판사별,디딤돌,,,,
114658,문법완성,국내도서,중학교참고서,중학교 출판사별,디딤돌,문법완성,,,
189152,개념기본 수학,국내도서,중학교참고서,중학교 출판사별,디딤돌,개념기본 수학,,,
114644,투탑수학,국내도서,중학교참고서,중학교 출판사별,디딤돌,투탑수학,,,
114649,패턴수학,국내도서,중학교참고서,중학교 출판사별,디딤돌,패턴수학,,,
114650,문법특강,국내도서,중학교참고서,중학교 출판사별,디딤돌,문법특강,,,
114651,시험영문법,국내도서,중학교참고서,중학교 출판사별,디딤돌,시험영문법,,,
76996,최상위수학(중등),국내도서,중학교참고서,중학교 출판사별,디딤돌,최상위수학(중등),,,
88293,문제특강,국내도서,중학교참고서,중학교 출판사별,디딤돌,문제특강,,,
164252,중학연산,국내도서,중학교참고서,중학교 출판사별,디딤돌,중학연산,,,
114652,최상위수학(중등),국내도서,중학교참고서,중학교 출판사별,디딤돌,최상위수학(중등),최상위수학(중등),,
147648,최상위수학_라이트,국내도서,중학교참고서,중학교 출판사별,디딤돌,최상위수학(중등),최상위수학_라이트,,
186263,뿌리깊은(중등),국내도서,중학교참고서,중학교 출판사별,마더텅,뿌리깊은(중등),,,
186264,영문법 3800제(중등),국내도서,중학교참고서,중학교 출판사별,마더텅,영문법 3800제(중등),,,
76918,영어 독해 101,국내도서,중학교참고서,중학교 출판사별,마더텅,영어 독해 101,,,
76915,100% 영어듣기,국내도서,중학교참고서,중학교 출판사별,마더텅,100% 영어듣기,,,
143134,뜀틀 수학,국내도서,중학교참고서,중학교 출판사별,마더텅,뜀틀 수학,,,
186265,국어 독해력,국내도서,중학교참고서,중학교 출판사별,마더텅,뿌리깊은(중등),국어 독해력,,
186266,중간.기말고사,국내도서,중학교참고서,중학교 출판사별,마더텅,영문법 3800제(중등),중간.기말고사,,
186267,3800제 서술형,국내도서,중학교참고서,중학교 출판사별,마더텅,영문법 3800제(중등),3800제 서술형,,
76916,3800제,국내도서,중학교참고서,중학교 출판사별,마더텅,영문법 3800제(중등),3800제,,
76753,마더텅,국내도서,중학교참고서,중학교 출판사별,마더텅,,,,
76774,메가스터디북스,국내도서,중학교참고서,중학교 출판사별,메가스터디북스,,,,
139645,수력ON(중등),국내도서,중학교참고서,중학교 출판사별,메가스터디북스,수력ON(중등),,,
172374,비문학 독해,국내도서,중학교참고서,중학교 출판사별,메가스터디북스,비문학 독해,,,
90563,영어듣기모의고사,국내도서,중학교참고서,중학교 출판사별,메가스터디북스,영어듣기모의고사,,,
90564,백신과학,국내도서,중학교참고서,중학교 출판사별,메가스터디북스,백신과학,,,
76861,오메가그래머,국내도서,중학교참고서,중학교 출판사별,메가스터디북스,오메가그래머,,,
118419,메가개념수학,국내도서,중학교참고서,중학교 출판사별,메가스터디북스,메가개념수학,,,
106685,캐치원기출,국내도서,중학교참고서,중학교 출판사별,메가스터디북스,캐치원기출,,,
106686,민정범수학,국내도서,중학교참고서,중학교 출판사별,메가스터디북스,민정범수학,,,
186606,CPR 중학수학,국내도서,중학교참고서,중학교 출판사별,메가스터디북스,CPR 중학수학,,,
186607,메가중학영단어,국내도서,중학교참고서,중학교 출판사별,메가스터디북스,메가중학영단어,,,
139626,유형중심,국내도서,중학교참고서,중학교 출판사별,미래엔,유형중심,,,
78836,올리드(중등),국내도서,중학교참고서,중학교 출판사별,미래엔,올리드(중등),,,
121422,수학중심,국내도서,중학교참고서,중학교 출판사별,미래엔,수학중심,,,
120502,유형맞짱,국내도서,중학교참고서,중학교 출판사별,미래엔,유형맞짱,,,
147649,올리드시험직보,국내도서,중학교참고서,중학교 출판사별,미래엔,올리드시험직보,,,
158839,그래머바이트,국내도서,중학교참고서,중학교 출판사별,미래엔,그래머바이트,,,
158840,리딩바이트,국내도서,중학교참고서,중학교 출판사별,미래엔,리딩바이트,,,
106123,국어,국내도서,중학교참고서,중학교 출판사별,미래엔,올리드(중등),국어,,
106124,영어,국내도서,중학교참고서,중학교 출판사별,미래엔,올리드(중등),영어,,
106125,수학,국내도서,중학교참고서,중학교 출판사별,미래엔,올리드(중등),수학,,
106126,역사/사회,국내도서,중학교참고서,중학교 출판사별,미래엔,올리드(중등),역사/사회,,
106127,과학,국내도서,중학교참고서,중학교 출판사별,미래엔,올리드(중등),과학,,
76745,미래엔,국내도서,중학교참고서,중학교 출판사별,미래엔,,,,
86479,백발백중,국내도서,중학교참고서,중학교 출판사별,백발백중,,,,
136291,리딩싹,국내도서,중학교참고서,중학교 출판사별,백발백중,리딩싹,,,
86480,100발100중,국내도서,중학교참고서,중학교 출판사별,백발백중,100발100중,,,
129082,특쫑수학,국내도서,중학교참고서,중학교 출판사별,백발백중,특쫑수학,,,
86481,중간고사,국내도서,중학교참고서,중학교 출판사별,백발백중,100발100중,중간고사,,
86482,기말고사,국내도서,중학교참고서,중학교 출판사별,백발백중,100발100중,기말고사,,
112989,교과서 개념잡기(중등),국내도서,중학교참고서,중학교 출판사별,비상교육,교과서 개념잡기(중등),,,
77512,리더스뱅크,국내도서,중학교참고서,중학교 출판사별,비상교육,리더스뱅크,,,
120359,알찬수학만기출,국내도서,중학교참고서,중학교 출판사별,비상교육,알찬수학만기출,,,
187958,중등수능독해,국내도서,중학교참고서,중학교 출판사별,비상교육,중등수능독해,,,
76934,한끝(중등),국내도서,중학교참고서,중학교 출판사별,비상교육,한끝(중등),,,
76935,내공의힘,국내도서,중학교참고서,중학교 출판사별,비상교육,내공의힘,,,
76936,개념+유형수학(중등),국내도서,중학교참고서,중학교 출판사별,비상교육,개념+유형수학(중등),,,
76938,완자(중등),국내도서,중학교참고서,중학교 출판사별,비상교육,완자(중등),,,
108487,오투과학(중등),국내도서,중학교참고서,중학교 출판사별,비상교육,오투과학(중등),,,
108480,타파TAPA,국내도서,중학교참고서,중학교 출판사별,비상교육,타파TAPA,,,
108482,리딩스파크,국내도서,중학교참고서,중학교 출판사별,비상교육,리딩스파크,,,
108475,영어듣기모의고사,국내도서,중학교참고서,중학교 출판사별,비상교육,영어듣기모의고사,,,
165731,알찬과학단원별,국내도서,중학교참고서,중학교 출판사별,비상교육,알찬과학단원별,,,
145426,최고득점수학,국내도서,중학교참고서,중학교 출판사별,비상교육,최고득점수학,,,
145427,그래머인,국내도서,중학교참고서,중학교 출판사별,비상교육,그래머인,,,
145428,올댓중학영어,국내도서,중학교참고서,중학교 출판사별,비상교육,올댓중학영어,,,
145422,만렙수학(중등),국내도서,중학교참고서,중학교 출판사별,비상교육,만렙수학(중등),,,
108484,한끝국어(중등),국내도서,중학교참고서,중학교 출판사별,비상교육,한끝(중등),한끝국어(중등),,
108485,한끝사회/역사(중등),국내도서,중학교참고서,중학교 출판사별,비상교육,한끝(중등),한끝사회/역사(중등),,
108471,라이트(중등),국내도서,중학교참고서,중학교 출판사별,비상교육,개념+유형수학(중등),라이트(중등),,
108472,파워(중등),국내도서,중학교참고서,중학교 출판사별,비상교육,개념+유형수학(중등),파워(중등),,
108473,탑(중등),국내도서,중학교참고서,중학교 출판사별,비상교육,개념+유형수학(중등),탑(중등),,
76749,비상교육,국내도서,중학교참고서,중학교 출판사별,비상교육,,,,
76771,수경출판사,국내도서,중학교참고서,중학교 출판사별,수경출판사,,,,
79102,수력충전(중등),국내도서,중학교참고서,중학교 출판사별,수경출판사,수력충전(중등),,,
79103,일등급 수학(중등),국내도서,중학교참고서,중학교 출판사별,수경출판사,일등급 수학(중등),,,
79104,형상기억 수학(중등),국내도서,중학교참고서,중학교 출판사별,수경출판사,형상기억 수학(중등),,,
133071,자이 듣기 전략,국내도서,중학교참고서,중학교 출판사별,수경출판사,자이 듣기 전략,,,
154482,심플 자이 수학(중등),국내도서,중학교참고서,중학교 출판사별,수경출판사,심플 자이 수학(중등),,,
152117,키워드 그래머,국내도서,중학교참고서,중학교 출판사별,수경출판사,키워드 그래머,,,
152118,보카레슨,국내도서,중학교참고서,중학교 출판사별,수경출판사,보카레슨,,,
76864,자이 수학(중등),국내도서,중학교참고서,중학교 출판사별,수경출판사,자이 수학(중등),,,
161194,자이 국어 독해력,국내도서,중학교참고서,중학교 출판사별,수경출판사,자이 국어 독해력,,,
171036,수력충전 스타트(중등),국내도서,중학교참고서,중학교 출판사별,수경출판사,수력충전 스타트(중등),,,
164210,자이 영문법 총정리,국내도서,중학교참고서,중학교 출판사별,수경출판사,자이 영문법 총정리,,,
164213,자이 독해 완성,국내도서,중학교참고서,중학교 출판사별,수경출판사,자이 독해 완성,,,
164214,자이 포인트 리딩,국내도서,중학교참고서,중학교 출판사별,수경출판사,자이 포인트 리딩,,,
164216,자이 듣기 총정리,국내도서,중학교참고서,중학교 출판사별,수경출판사,자이 듣기 총정리,,,
121947,빠르게모의고사,국내도서,중학교참고서,중학교 출판사별,쎄듀,빠르게모의고사,,,
126524,쓰작,국내도서,중학교참고서,중학교 출판사별,쎄듀,쓰작,,,
154495,E.G.U,국내도서,중학교참고서,중학교 출판사별,쎄듀,E.G.U,,,
154483,그래머큐,국내도서,중학교참고서,중학교 출판사별,쎄듀,그래머큐,,,
154484,천일문그래머,국내도서,중학교참고서,중학교 출판사별,쎄듀,천일문그래머,,,
154485,잘.풀.영,국내도서,중학교참고서,중학교 출판사별,쎄듀,잘.풀.영,,,
154491,그래머픽,국내도서,중학교참고서,중학교 출판사별,쎄듀,그래머픽,,,
154492,거침없이,국내도서,중학교참고서,중학교 출판사별,쎄듀,거침없이,,,
76888,천일문,국내도서,중학교참고서,중학교 출판사별,쎄듀,천일문,,,
76889,쎄듀파이어,국내도서,중학교참고서,중학교 출판사별,쎄듀,쎄듀파이어,,,
76890,레볼루션,국내도서,중학교참고서,중학교 출판사별,쎄듀,레볼루션,,,
130446,리딩플랫폼,국내도서,중학교참고서,중학교 출판사별,쎄듀,리딩플랫폼,,,
76762,쎄듀,국내도서,중학교참고서,중학교 출판사별,쎄듀,,,,
110533,에듀왕,국내도서,중학교참고서,중학교 출판사별,에듀왕,,,,
110535,자신감수학(중등),국내도서,중학교참고서,중학교 출판사별,에듀왕,자신감수학(중등),,,
110536,개념정복,국내도서,중학교참고서,중학교 출판사별,에듀왕,개념정복,,,
110538,절대공감수학(중등),국내도서,중학교참고서,중학교 출판사별,에듀왕,절대공감수학(중등),,,
110539,내신UP수학,국내도서,중학교참고서,중학교 출판사별,에듀왕,내신UP수학,,,
76893,에이급수학,국내도서,중학교참고서,중학교 출판사별,에이급출판사,에이급수학,,,
76894,원리해설수학,국내도서,중학교참고서,중학교 출판사별,에이급출판사,원리해설수학,,,
76760,에이급출판사,국내도서,중학교참고서,중학교 출판사별,에이급출판사,,,,
113522,이룸이앤비,국내도서,중학교참고서,중학교 출판사별,이룸이앤비,,,,
163585,숨마 주니어 영어,국내도서,중학교참고서,중학교 출판사별,이룸이앤비,숨마 주니어 영어,,,
163586,숨마쿰라우데 수학 실전문제집(중등),국내도서,중학교참고서,중학교 출판사별,이룸이앤비,숨마쿰라우데 수학 실전문제집(중등),,,
113523,숨마쿰라우데 수학 개념기본서(중등),국내도서,중학교참고서,중학교 출판사별,이룸이앤비,숨마쿰라우데 수학 개념기본서(중등),,,
113524,숨마 주니어 국어,국내도서,중학교참고서,중학교 출판사별,이룸이앤비,숨마 주니어 국어,,,
152409,숨마쿰라우데 스타트업(중등),국내도서,중학교참고서,중학교 출판사별,이룸이앤비,숨마쿰라우데 스타트업(중등),,,
177378,바빠 중학연산,국내도서,중학교참고서,중학교 출판사별,이지스에듀,바빠 중학연산,,,
177379,바빠 중학도형,국내도서,중학교참고서,중학교 출판사별,이지스에듀,바빠 중학도형,,,
177370,이지스에듀,국내도서,중학교참고서,중학교 출판사별,이지스에듀,,,,
76775,이투스북,국내도서,중학교참고서,중학교 출판사별,이투스북,,,,
140440,리딩마스터(중등),국내도서,중학교참고서,중학교 출판사별,이투스북,리딩마스터(중등),,,
135336,하이퍼수학(중등),국내도서,중학교참고서,중학교 출판사별,이투스북,하이퍼수학(중등),,,
175738,수학의바이블_특강,국내도서,중학교참고서,중학교 출판사별,이투스북,수학의바이블_특강,,,
175739,똑독국어,국내도서,중학교참고서,중학교 출판사별,이투스북,똑독국어,,,
175740,BON 과학,국내도서,중학교참고서,중학교 출판사별,이투스북,BON 과학,,,
175741,리스닝 마스터,국내도서,중학교참고서,중학교 출판사별,이투스북,리스닝 마스터,,,
175742,고쟁이 수학(중등),국내도서,중학교참고서,중학교 출판사별,이투스북,고쟁이 수학(중등),,,
175743,렛츠보카,국내도서,중학교참고서,중학교 출판사별,이투스북,렛츠보카,,,
113235,수학의바이블_BOB(중등),국내도서,중학교참고서,중학교 출판사별,이투스북,수학의바이블_BOB(중등),,,
122298,그래머 마스터,국내도서,중학교참고서,중학교 출판사별,이투스북,그래머 마스터,,,
76859,수학의바이블(중등),국내도서,중학교참고서,중학교 출판사별,이투스북,수학의바이블(중등),,,
132123,기출로 때려잡는,국내도서,중학교참고서,중학교 출판사별,이투스북,기출로 때려잡는,,,
169366,쎈수학_베이직(중등),국내도서,중학교참고서,중학교 출판사별,좋은책신사고,쎈수학_베이직(중등),,,
78596,쎈수학_개념쎈(중등),국내도서,중학교참고서,중학교 출판사별,좋은책신사고,쎈수학_개념쎈(중등),,,
123481,쎈수학_라이트쎈(중등),국내도서,중학교참고서,중학교 출판사별,좋은책신사고,쎈수학_라이트쎈(중등),,,
121691,웰컴투그래머(문법),국내도서,중학교참고서,중학교 출판사별,좋은책신사고,웰컴투그래머(문법),,,
121692,리스닝엔탑(듣기),국내도서,중학교참고서,중학교 출판사별,좋은책신사고,리스닝엔탑(듣기),,,
121693,리딩엔탑(듣기),국내도서,중학교참고서,중학교 출판사별,좋은책신사고,리딩엔탑(듣기),,,
112952,단꿈영어(문법/독해),국내도서,중학교참고서,중학교 출판사별,좋은책신사고,단꿈영어(문법/독해),,,
179638,와이즈 Wise,국내도서,중학교참고서,중학교 출판사별,좋은책신사고,와이즈 Wise,,,
